Row,OurBid,ExchangeBid,FairValue,ExchangeAsk,OurAsk,Position,Comment,Owner
No Publisher Yet,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,No Publisher Yet,No Publisher Yet
PR1S GY,18.89845471,18.961,18.95532068,18.9825,19.01218664,0,,ROB
PRIT LN,1609.581388,1614.4,1614.424662,1616.6,1619.267936,0,,ROB
ETFUST IM,18.89845471,18.962,18.95532068,18.982,19.01218664,0,,ROB
PR1H GY,19.7534613,19.808,19.8129,19.817,19.8723387,0,,ROB
,#VALUE!,5.750657301,#VALUE!,5.759174577,#VALUE!,#VALUE!,5.76492949258168,HARJ
,#VALUE!,5.750657301,#VALUE!,5.759174577,#VALUE!,#VALUE!,5.76492949258168,HARJ
PR1T GY,17.64485596,17.6785,17.69794981,17.7215,17.75104366,0,,ROB
PR1T LN,19.966919,20.01,20.027,20.045,20.087081,0,,ROB
PR1TX LN,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,,ROB
PR1TX IX,528.7862678,529.8470226,530.3774,530.9077774,531.9685322,0,,ROB
,#VALUE!,5.750657301,#VALUE!,5.759174577,#VALUE!,#VALUE!,5.76492949258168,HARJ
,#VALUE!,5.750657301,#VALUE!,5.759174577,#VALUE!,#VALUE!,5.76492949258168,HARJ
,#VALUE!,5.750657301,#VALUE!,5.759174577,#VALUE!,#VALUE!,5.76492949258168,HARJ
GILS FP,170.1488267,170.18,170.2339437,170.28,170.3190607,0,,ROB
GILS LN,14491.57557,14495,14498.82499,14505,14506.0744,0,,ROB
MTA FP,123.9145667,123.95,123.9765549,124,124.0385432,0,,ROB
EM13 IM,123.9145667,123.95,123.9765549,123.99,124.0385432,0,,ROB
LYQ2 GY,123.9145667,123.955,123.9765549,123.99,124.0385432,0,,ROB
LYMTA SW,123.9145667,123.955,123.9765549,123.99,124.0385432,0,,ROB
MTB FP,154.6537072,154.69,154.7310728,154.76,154.8084383,0,,ROB
EM35 IM,154.6537072,154.71,154.7310728,154.76,154.8084383,0,,ROB
LYQ3 GY,154.6537072,154.695,154.7310728,154.765,154.8084383,0,,ROB
LYMTB SW,154.6537072,154.695,154.7310728,154.765,154.8084383,0,,ROB
MTC FP,169.673411,169.73,169.7582901,169.79,169.8431693,0,,ROB
EM57 IM,169.673411,169.73,169.7582901,169.79,169.8431693,0,,ROB
LYXC GY,169.673411,169.74,169.7582901,169.79,169.8431693,0,,ROB
LYMTC SW,169.673411,169.74,169.7582901,169.79,169.8431693,0,,ROB
MTD FP,190.8391308,190.88,190.9345981,190.98,191.0300654,0,,ROB
EM710 IM,190.8391308,190.92,190.9345981,190.97,191.0300654,0,,ROB
LYXD GY,190.8391308,190.925,190.9345981,190.97,191.0300654,0,,ROB
LYMTD SW,190.8391308,190.925,190.9345981,190.97,191.0300654,0,,ROB
MTE FP,243.48234,243.89,243.9702806,244.04,244.4582212,0,,ROB
EM1015 IM,243.48234,243.9,243.9702806,244.04,244.4582212,0,,ROB
LYQ6 GY,243.48234,243.88,243.9702806,244.04,244.4582212,0,,ROB
LYMTE SW,243.48234,243.88,243.9702806,244.04,244.4582212,0,,ROB
MTF FP,277.6931003,278.23,278.389073,278.52,279.0850457,0,,ROB
EM15 IM,277.6931003,278.22,278.389073,278.48,279.0850457,0,,ROB
LYXF GY,277.6931003,278.22,278.389073,278.52,279.0850457,0,,ROB
LYMTF SW,277.6931003,278.22,278.389073,278.52,279.0850457,0,,ROB
MTI FP,173.2799262,173.42,173.4533796,173.71,173.626833,0,,ROB
MTIX LN,14757.27527,14768,14772.04732,14792,14786.81937,0,,ROB
EMI IM,173.2799262,173.41,173.4533796,173.69,173.626833,0,,ROB
LYQ7 GY,173.2799262,173.41,173.4533796,173.715,173.626833,0,,ROB
LYMTI SW,173.2799262,173.41,173.4533796,173.715,173.626833,0,,ROB
MTX FP,195.0847105,195.31,195.3777771,195.41,195.6708438,0,"Basket available in BSKM, but is full fund, so 6k costs",ROB
MTXX LN,16614.26592,16634,16639.22476,16644,16664.1836,0,,ROB
EMG IM,195.0847105,195.33,195.3777771,195.41,195.6708438,0,,ROB
LYQ1 GY,195.0847105,195.335,195.3777771,195.405,195.6708438,0,,ROB
LYMTX SW,195.0847105,195.335,195.3777771,195.405,195.6708438,0,,ROB
MTH FP,137.6531997,138,138.1366781,138.25,138.6201565,0,,ROB
MAA FP,151.4831531,151.57,151.6044367,151.64,151.7257202,0,"33k min shares, use BSKM and can create exact number of shares",ROB
EMAAA IM,151.4831531,151.57,151.6044367,151.64,151.7257202,0,,ROB
LYXA GY,151.4831531,151.58,151.6044367,151.635,151.7257202,0,,ROB
LYMAA SW,151.4831531,151.52,151.6044367,151.68,151.7257202,0,,ROB
MA13 FP,99.69331193,99.72,99.74318352,99.764,99.79305511,0,,ROB
AAA13 IM,99.69331193,99.72,99.74318352,99.77,99.79305511,0,,ROB
LYS4 GY,99.69331193,99.734,99.74318352,99.766,99.79305511,0,,ROB
LYMA13 SW,99.69331193,99.734,99.74318352,99.766,99.79305511,0,,ROB
MA35 FP,111.6670048,111.72,111.7452265,111.77,111.8234482,0,,ROB
AAA35 IM,111.6670048,111.72,111.7452265,111.77,111.8234482,0,,ROB
LYS5 GY,111.6670048,111.725,111.7452265,111.765,111.8234482,0,,ROB
LYMA35 SW,111.6670048,111.725,111.7452265,111.765,111.8234482,0,,ROB
MA57 FP,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,ROB
AAA57 IM,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,ROB
LYS6 GY,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,ROB
LYMA57 SW,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,ROB
US10 FP,163.9748781,164.24,164.3034851,164.49,164.7635348,0,,ROB
US10 LN,163.9748781,164.32,164.3034851,164.48,164.7635348,0,,ROB
U10G LN,12341.00083,12366,12365.7323,12380,12400.35635,0,,ROB
US10 IM,144.9053359,145.16,145.1957273,145.35,145.6022754,0,,ROB
DJAD GY,144.9053359,145.21,145.1957273,145.345,145.6022754,0,,ROB
LYUS10 SW,163.9748781,164.319636,164.3034851,164.472402,164.7635348,0,,ROB
U10H IM,111.0108943,111.15,111.233361,111.32,111.5448145,0,,ROB
US13 FP,89.19179102,89.22,89.23640922,89.26,89.32564563,0,,ROB
US13 LN,100.9294307,100.94,100.9799207,101,101.0809006,0,,ROB
U13G LN,7596.103764,7595,7599.903716,7603,7607.50362,0,,ROB
US13 IM,89.19179102,89.22,89.23640922,89.26,89.32564563,0,,ROB
LYUS13 SW,100.9294307,100.92,100.9799207,101.04,101.0809006,0,,ROB
U13H IM,90.56109367,90.57,90.60639687,90.63,90.69700326,0,,ROB
US37 FP,103.5863677,103.65,103.6900578,103.75,103.7937478,0,,ROB
US37 LN,117.2183337,117.3,117.3356694,117.4,117.4530051,0,,ROB
U37G LN,8822.031588,8826,8830.862451,8836,8839.693313,0,,ROB
US37 IM,103.5863677,103.66,103.6900578,103.74,103.7937478,0,,ROB
LYUS37 SW,117.2183337,117.28,117.3356694,117.4,117.4530051,0,,ROB
US71 LN,101.8190277,101.92,101.9719857,102,102.1249437,0,,ROB
U71G LN,7663.056198,7671,7674.56805,7679,7686.079902,0,,ROB
TIPU LN,121.1161338,121.9,121.9085393,121.99,122.7009448,0,"Get basket from SocGen, pay 1k admin fee, can take a while to get file back from them.  ",ROB
TIPG LN,9115.386001,9175,9175.023655,9182,9234.661308,0,,ROB
TIPU IM,107.0308712,107.71,107.7311235,107.79,108.4313758,0,,ROB
TIUP GY,107.0308712,107.72,107.7311235,107.8,108.4313758,0,,ROB
TIPU SW,111.3302085,112.0040244,112.0585893,112.087206,112.7869701,0,,ROB
TIPH LN,117.6149809,118.29,118.3249304,118.4,119.03488,0,,ROB
LYUSG SW,117.6149809,118.18,118.3249304,118.44,119.03488,0,,ROB
TIPE IM,21.65842066,21.78,21.78915559,21.8,21.91989053,0,,ROB
TIPA LN,23.41001213,23.56,23.56317275,23.585,23.71633338,0,,ROB
MI10 FP,163.1534618,163.53,163.5623678,163.63,163.9712737,0,,ROB
BTP10 IM,163.1534618,163.53,163.5623678,163.62,163.9712737,0,,ROB
MI13 FP,108.1342941,108.21,108.2425367,108.28,108.3507792,0,,ROB
BTP13 IM,108.1342941,108.21,108.2425367,108.28,108.3507792,0,,ROB
,#VALUE!,5.750657301,#VALUE!,5.759174577,#VALUE!,#VALUE!,5.76492949258168,HARJ
INFL FP,99.73452129,99.83,99.88434781,99.93,100.0341743,0,,ROB
INFL LN,8493.827396,8499,8506.587277,8511,8519.347158,0,,ROB
INFL IM,99.73452129,99.82,99.88434781,99.93,100.0341743,0,,ROB
INFL SW,99.73452129,99.78,99.88434781,99.98,100.0341743,0,,ROB
EUIN GY,99.73452129,99.798,99.88434781,99.928,100.0341743,0,,ROB
INFU FP,99.87685131,100.01,100.0770053,100.15,100.2771593,0,,ROB
INFU LN,113.0206449,113.18,113.2471392,113.33,113.4736335,0,,ROB
INFU IM,99.87685131,100.01,100.0770053,100.18,100.2771593,0,,ROB
INFG LN,8506.107092,8515,8523.153399,8530,8540.199706,0,,ROB
INFU SW,113.0206449,113.14,113.2471392,113.36,113.4736335,0,,ROB
UINF GY,99.87685131,100,100.0770053,100.15,100.2771593,0,,ROB
GIST IM,10.03637564,10.056,10.06657536,10.086,10.09677509,0,,ROB
GIST LN,11.35208193,11.384,11.38624065,11.408,11.38624065,0,,ROB
CSH FP,103.329766,103.328,103.3401,103.337,103.350434,0,"0.3bps to cr/rd, 3:15 cutoff",ROB
CSHD LN,116.8756543,116.92,116.8873431,116.96,116.8990318,0,,ROB
LEONIA IM,103.329766,103.329,103.3401,103.339,103.350434,0,,ROB
LYXCSH GY,103.329766,103.328,103.3401,103.337,103.350434,0,,ROB
LYCSH SW,103.329766,#VALUE!,103.3401,#VALUE!,103.350434,0,,ROB
CSH2 FP,97.94260756,97.91,97.9622,97.99,97.98179244,0,"Free to create and redeem, 11:40 cut off",ROB
SMART IM,97.94260756,97.952,97.9622,97.96,97.98179244,0,"Free to create and redeem, 11:40 cut off",ROB
CSH2 LN,103436.0087,103451,103456.7,103462,103477.3913,0,,ROB
SMTC LN,1080.927,1080.5,1080.927,1081.3601,1080.927,0,,ROB
SMARTU IM,955.2200424,955.1001,955.2200424,955.24,955.2200424,0,,ROB
FEDF LN,105.5383,105.52,105.5383,105.56,105.5383,0,,ROB
FEDG LN,7942.974336,7941,7942.974336,7945,7942.974336,0,,ROB
FEDF IM,93.26466949,93.23,93.26466949,93.29,93.26466949,0,,ROB
GILI FP,277.3700252,277.76,277.9258769,278.1799,278.4817287,0,,ROB
GILI LN,23623.60504,23657,23670.94694,23692,23718.28883,0,,ROB
GIL5 LN,17.68586982,17.695,17.7035734,17.71,17.72127697,0,,ROB
BTPL FP,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,,ROB
BTP2L IM,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,,ROB
BTPS FP,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,,ROB
BTP2S IM,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,,ROB
DLB FP,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,,ROB
LYMI GY,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,,ROB
BUND2L IM,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,,ROB
DSB FP,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,,ROB
BUND2S IM,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,,ROB
LYQK GY,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,,ROB
BUNS FP,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,,ROB
DSUS FP,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,,ROB
DSUS LN,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,,ROB
DSUS IM,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,,ROB
,#VALUE!,5.750657301,#VALUE!,5.759174577,#VALUE!,#VALUE!,5.76492949258168,HARJ
,#VALUE!,5.750657301,#VALUE!,5.759174577,#VALUE!,#VALUE!,5.76492949258168,HARJ
,#VALUE!,5.750657301,#VALUE!,5.759174577,#VALUE!,#VALUE!,5.76492949258168,HARJ
,#VALUE!,5.750657301,#VALUE!,5.759174577,#VALUE!,#VALUE!,5.76492949258168,HARJ
,#VALUE!,5.750657301,#VALUE!,5.759174577,#VALUE!,#VALUE!,5.76492949258168,HARJ
ETFGS13 GY,77.85489835,77.858,77.87826183,77.892,77.90162531,0,,ROB
ETFGS35 GY,96.46508268,96.48,96.51333935,96.558,96.56159602,0,,ROB
ETFGS51 GY,126.1352038,126.19,126.2361927,126.28,126.3371817,0,,ROB
ETFGS11 GY,100.4772786,100.51,100.5577248,100.6,100.638171,0,,ROB
ETFGS10 GY,173.2169928,173.4,173.5119631,173.54,173.8069335,0,,ROB
ETFGSMM GY,69.36841294,69.3505,69.3822894,69.405,69.39616585,0,,ROB
ETFES11 GY,119.3568073,119.375,119.4762836,119.585,119.5957599,0,,ROB
ETFES13 GY,95.59810178,95.608,95.62678982,95.638,95.65547786,0,,ROB
ETFES35 GY,104.8327241,104.82,104.8851666,104.935,104.9376092,0,,ROB
ETFES57 GY,117.6923844,117.715,117.7748268,117.845,117.8572691,0,,ROB
ETFES71 GY,133.6960964,133.675,133.8299264,133.865,133.9637563,0,,ROB
ETFES10 GY,159.9776524,160.115,160.2661314,160.385,160.5546105,0,,ROB
ETFFS11 GY,94.54681424,94.66,94.68884751,94.746,94.83088078,0,,ROB
ELFE GY,950.7421534,952.5,953.1249658,953.9001,955.5077782,0,,ROB
ELFD GY,95.43092339,95.642,95.67009863,95.728,95.90927388,0,,ROB
,#VALUE!,5.750657301,#VALUE!,5.759174577,#VALUE!,#VALUE!,5.76492949258168,HARJ
,#VALUE!,5.750657301,#VALUE!,5.759174577,#VALUE!,#VALUE!,5.76492949258168,HARJ
,#VALUE!,5.750657301,#VALUE!,5.759174577,#VALUE!,#VALUE!,5.76492949258168,HARJ
,#VALUE!,5.750657301,#VALUE!,5.759174577,#VALUE!,#VALUE!,5.76492949258168,HARJ
,#VALUE!,5.750657301,#VALUE!,5.759174577,#VALUE!,#VALUE!,5.76492949258168,HARJ
,#VALUE!,5.750657301,#VALUE!,5.759174577,#VALUE!,#VALUE!,5.76492949258168,HARJ
,#VALUE!,5.750657301,#VALUE!,5.759174577,#VALUE!,#VALUE!,5.76492949258168,HARJ
,#VALUE!,5.750657301,#VALUE!,5.759174577,#VALUE!,#VALUE!,5.76492949258168,HARJ
,#VALUE!,5.750657301,#VALUE!,5.759174577,#VALUE!,#VALUE!,5.76492949258168,HARJ
,#VALUE!,5.750657301,#VALUE!,5.759174577,#VALUE!,#VALUE!,5.76492949258168,HARJ
CSBGE3 IM,111.1907044,111.19,111.212947,111.23,111.2351895,0,,ROB
SXRN GR,111.1907044,111.19,111.212947,111.23,111.2351895,0,,ROB
CBE3 LN,111.1907044,111.2,111.212947,111.23,111.2351895,0,,ROB
CE31 LN,9469.485979,9469,9471.380255,9475,9473.274531,0,,ROB
CSBGE3 SW,111.1907044,111.2,111.212947,111.24,111.2351895,0,,ROB
CSBGE7 IM,138.4681887,138.53,138.5374574,138.6,138.6067262,0,,ROB
SXRP GY,138.4681887,138.51,138.5374574,138.575,138.6067262,0,,ROB
CBE7 NA,138.4681887,138.52,138.5374574,138.57,138.6067262,0,,ROB
CE71 LN,11792.55567,11794,11798.4549,11803,11804.35413,0,,ROB
CSBGE7 SW,138.4681887,138.5,138.5374574,138.58,138.6067262,0,,ROB
SXRQ GY,173.9479821,173.985,174.0349996,174.08,174.1220171,0,,ROB
CE01 LN,14814.16983,14804,14821.58062,14834,14828.99141,0,,ROB
CSBGE0 SW,173.9479821,173.985,174.0349996,174.08,174.1220171,0,,ROB
CSBGU3 IM,100.6230555,100.62,100.6431841,100.69,100.6633127,0,,ROB
SXRK GR,100.6230555,99.8,100.6431841,101.86,100.6633127,0,,ROB
CBU3 LN,113.8650496,113.88,113.8878271,113.93,113.9106047,0,,ROB
CU31 LN,8569.65828,8570,8571.372554,8575,8573.086829,0,,ROB
CSBGU3 SW,113.8650496,113.88,113.8878271,113.92,113.9106047,0,,ROB
CSBGU7 IM,122.5969818,122.6,122.6583109,122.74,122.7196401,0,,ROB
SXRL GY,138.7307446,138.78,138.8001446,138.855,138.8695447,0,,ROB
CBU7 NA,122.5969818,122.64,122.6583109,122.71,122.7196401,0,,ROB
CBU7 LN,138.7307446,138.78,138.8001446,138.86,138.8695447,0,,ROB
CU71 LN,10441.08863,10443,10446.31178,10452,10451.53494,0,,ROB
CSBGU7 SW,138.7307446,138.78,138.8001446,138.86,138.8695447,0,,ROB
OM3M GY,4.748220497,4.7498,4.750595795,4.7532,4.752971093,0,,ROB
CBUE GY,5.076534517,5.0692,5.079074054,5.0734,5.081613591,0,,ROB
CBUG NA,5.198629304,5.1955,5.201229919,5.1986,5.203830534,0,,ROB
CBUG LN,5.198629304,5.196,5.201229919,5.2,5.203830534,0,,ROB
2B7L GR,6.103826822,6.045,6.106880262,6.265,6.109933702,0,,ROB
SXRM GY,163.5094613,163.575,163.5912569,163.705,163.6730526,0,,ROB
CBU0 LN,163.5094613,163.57,163.5912569,163.7,163.6730526,0,18670 shares per unit,ROB
CSBGU0 SW,163.5094613,163.56,163.5912569,163.7,163.6730526,0,,ROB
CSBGC3 SW,68.88877185,68.95,68.95772958,69.01,69.02668731,0,,ROB
CSBGC7 SW,81.85910206,81.9,81.9410431,82.04,82.10492519,0,"Trade in BBG, only 3cp in Tradeweb Trade the PCF, just 4 lines in there, bonds were bang in line with the marks, traded bonds 2-way cost was 6bps, so 3bps bid/mid",ROB
CSBGC0 SW,114.2251699,114.24,114.3395094,114.38,114.7396977,0,,ROB
,#VALUE!,5.750657301,#VALUE!,5.759174577,#VALUE!,#VALUE!,5.76492949258168,HARJ
,#VALUE!,5.750657301,#VALUE!,5.759174577,#VALUE!,#VALUE!,5.76492949258168,HARJ
,#VALUE!,5.750657301,#VALUE!,5.759174577,#VALUE!,#VALUE!,5.76492949258168,HARJ
,#VALUE!,5.750657301,#VALUE!,5.759174577,#VALUE!,#VALUE!,5.76492949258168,HARJ
,#VALUE!,5.750657301,#VALUE!,5.759174577,#VALUE!,#VALUE!,5.76492949258168,HARJ
,#VALUE!,5.750657301,#VALUE!,5.759174577,#VALUE!,#VALUE!,5.76492949258168,HARJ
,#VALUE!,5.750657301,#VALUE!,5.759174577,#VALUE!,#VALUE!,5.76492949258168,HARJ
,#VALUE!,5.750657301,#VALUE!,5.759174577,#VALUE!,#VALUE!,5.76492949258168,HARJ
,#VALUE!,5.750657301,#VALUE!,5.759174577,#VALUE!,#VALUE!,5.76492949258168,HARJ
,#VALUE!,5.750657301,#VALUE!,5.759174577,#VALUE!,#VALUE!,5.76492949258168,HARJ
,#VALUE!,5.750657301,#VALUE!,5.759174577,#VALUE!,#VALUE!,5.76492949258168,HARJ
,#VALUE!,5.750657301,#VALUE!,5.759174577,#VALUE!,#VALUE!,5.76492949258168,HARJ
X03B GY,158.4005725,158.43,158.4639581,158.495,158.5590364,0,,ROB
X03B SW,164.6746777,164.7307611,164.7405739,164.7983462,164.8394183,0,,ROB
X13E GY,167.6150939,167.68,167.6821668,167.75,167.8163125,91,,ROB
X13E IM,167.6150939,167.68,167.6821668,167.75,167.8163125,0,,ROB
X13E SW,174.2541781,174.3486336,174.3239076,174.4214175,174.4633668,0,,ROB
XYP1 GY,143.7389203,143.82,143.7964389,143.86,143.9689946,0,,ROB
XYP1 IM,143.7389203,143.79,143.7964389,143.89,143.9689946,0,,ROB
XYP1 SW,149.4322906,149.5085283,149.4920874,149.6125053,149.6714779,0,,ROB
XY1D GY,136.0613452,136.11,136.1157915,136.175,136.2246841,0,,ROB
XY1D SW,141.4506135,141.5230947,141.5072164,141.5906798,141.6204222,0,,ROB
X35E GY,208.9774423,209.1,209.1447581,209.19,209.3539029,0,,ROB
X35E IM,208.9774423,209.1,209.1447581,209.21,209.3539029,0,,ROB
X35E SW,217.2548522,217.415907,217.4287952,217.5302817,217.646224,0,,ROB
X03C GY,196.5984905,196.725,196.7558952,196.805,196.9920023,0,,ROB
X03C SW,204.3855811,204.5487533,204.5492205,204.6319349,204.7946796,0,,ROB
X57E GY,249.0259848,249.33,249.4000849,249.41,249.7741851,0,,ROB
X57E IM,249.0259848,249.3,249.4000849,249.47,249.7741851,0,,ROB
X57E SW,258.8896817,259.214661,259.2785996,259.3914219,259.6675175,0,,ROB
X710 GY,286.299181,286.7,286.6431527,286.78,287.3310963,0,,ROB
X710 IM,286.299181,286.6101,286.6431527,286.79,287.3310963,0,,ROB
X710 SW,297.6392358,298.0085837,297.996832,298.1956383,298.7120244,0,,ROB
X15E GY,414.5451221,415.3301,415.5840823,415.9099,416.6646009,0,,ROB
X15E IM,414.5451221,415.3101,415.5840823,415.95,416.6646009,0,,ROB
X25E GY,461.7749447,463.75,464.0954218,464.6201,465.9518035,0,,ROB
X25E IM,461.7749447,463.7,464.0954218,464.76,465.9518035,0,,ROB
X03F GY,214.0505543,214.14,214.1790618,214.28,214.6074199,0,,ROB
XGLE GY,253.4505049,253.66,253.6788158,253.82,253.9324946,0,"422 bonds in fund, costs to hedge",ROB
XGLE LN,253.4505049,253.66,253.6788158,253.82,253.9324946,0,,ROB
XGLE IM,253.4505049,253.65,253.6788158,253.77,253.9324946,0,,ROB
XGLE SW,263.489453,263.7376605,263.7268071,263.8624329,263.9905339,0,,ROB
X03F GY,214.0505543,214.14,214.1790618,214.28,214.6074199,0,,ROB
X03F SW,222.5289056,222.6563478,222.6625031,222.8019156,223.1078281,0,,ROB
XY4P GY,194.9126343,195.205,195.2054424,195.3,195.4982506,0,"offer NAV+20, bid NAV flat",ROB
XY4P IM,194.9126343,195.13,195.2054424,195.29,195.4982506,0,,ROB
XYPD GY,176.2563159,176.26,176.3621332,176.475,176.5384954,0,,ROB
XEIN GY,248.5548721,249.16,249.052978,249.75,249.800137,0,,ROB
XEIN IM,248.5548721,249.24,249.052978,249.71,249.800137,0,,ROB
XEIN SW,258.3999086,259.1522748,258.9177441,259.6409667,259.6944973,0,,ROB
XBTR GY,210.3963583,210.49,210.5226719,210.65,210.6910901,0,,ROB
XBTR SW,210.3963583,210.45,210.5226719,210.75,210.6910901,0,,ROB
X03G GY,208.3804332,208.5,208.5055365,208.56,208.672341,0,,ROB
XB13 GY,141.8797112,141.945,141.9648901,141.995,142.0358726,0,,ROB
XUTD GY,201.5805069,201.82,201.7822892,201.9,201.9235368,0,"Won offering NAV+8, make NAV+12 next time",ROB
XUTD LN,228.1085016,228.35,228.3368385,228.49,228.4966743,0,,ROB
XUTD IM,201.5805069,201.79,201.7822892,201.92,201.9235368,0,,ROB
XUTD SW,228.1085016,228.35,228.3368385,228.5,228.4966743,0,,ROB
XUTE GY,116.7579493,116.665,116.8748241,116.755,117.0501363,0,,ROB
XUTE IM,116.7579493,116.66,116.8748241,116.75,117.0501363,0,,ROB
XUTE SW,121.3826274,121.2995682,121.5041315,121.3931475,121.6863877,0,,ROB
D5BE GY,148.2089352,148.35,148.3572925,148.39,148.5798284,0,,ROB
XUT3 LN,167.7132311,167.87,167.8811122,167.91,168.1329339,0,,ROB
X03H SW,182.5730765,183.26,183.1224439,183.58,183.6718112,0,,ROB
XG7S GY,257.5919598,258.23,258.367061,258.5601,259.1421622,0,,ROB
XG7S LN,21937.65626,21986,22003.66726,22023,22069.67826,0,,ROB
XG7S IM,257.5919598,258.24,258.367061,258.51,259.1421622,0,,ROB
XG7SEUR SW,257.5919598,258.2,258.367061,258.6001,259.1421622,0,,ROB
XGGB LN,291.3606603,292.1499,292.2373724,292.6499,293.1140846,0,,ROB
XGVD GY,218.1388226,218.5,218.7952082,218.83,219.4515939,0,,ROB
XGVD IM,218.1388226,218.47,218.7952082,218.86,219.4515939,0,,ROB
DBZB GY,239.2489142,239.85,239.9688206,240,240.6887271,0,,ROB
XGSH IM,239.2489142,239.7,239.9688206,239.97,240.6887271,0,,ROB
XGSG LN,2823.692218,2831,2832.188785,2835,2840.685351,0,,ROB
X03D GR,33.15360125,32.971,33.25336133,34.166,33.35312142,0,,ROB
,#VALUE!,5.750657301,#VALUE!,5.759174577,#VALUE!,#VALUE!,5.76492949258168,HARJ
,#VALUE!,5.750657301,#VALUE!,5.759174577,#VALUE!,#VALUE!,5.76492949258168,HARJ
XGIU GY,26.55714702,26.663,26.63705819,26.709,26.71696937,0,,ROB
XGIU LN,2261.722621,2269,2268.528206,2275.5,2275.33379,0,,ROB
XGIU IM,26.55714702,26.67,26.63705819,26.715,26.71696937,0,,ROB
XGIN GY,267.6662387,268.46,268.4716537,269,269.2770686,0,,ROB
XGIN IM,267.6662387,268.54,268.4716537,268.9299,269.2770686,0,,ROB
XGIN SW,267.6662387,#VALUE!,268.4716537,#VALUE!,269.2770686,0,,ROB
XGII GY,242.826353,243.46,243.557024,244.02,244.2876951,0,,ROB
XGII IM,242.826353,243.56,243.557024,243.94,244.2876951,0,,ROB
XGIIEUR SW,242.826353,#VALUE!,243.557024,#VALUE!,244.2876951,0,,ROB
XGIG LN,2969.961339,2980,2978.898033,2988,2987.834727,0,,ROB
XG7U LN,31.03869082,31.17,31.13208708,31.22,31.22548334,0,,ROB
XG7U SW,#VALUE!,31.175,31.13208708,31.235,31.22548334,0,,ROB
XG7G SW,121.2417185,121.86,121.6065381,122.08,121.9713577,0,,ROB
XCS2 GY,158.9439952,158.745,159.2625203,159.605,159.5810453,0,,ROB
XCS2 LN,13537.55334,13524,13564.6827,13595,13591.81207,0,,ROB
XCS2 IM,158.9439952,159.1,159.2625203,159.49,159.5810453,0,,ROB
XJSE GY,10.92389483,10.9415,10.94578641,10.952,10.96767798,0,,ROB
XJSE IM,10.92389483,10.94,10.94578641,10.95,10.96767798,0,,ROB
XJSE SW,1399.460167,1401,1402.264696,1404,1405.069226,0,,ROB
,#VALUE!,5.750657301,#VALUE!,5.759174577,#VALUE!,#VALUE!,5.76492949258168,HARJ
,#VALUE!,5.750657301,#VALUE!,5.759174577,#VALUE!,#VALUE!,5.76492949258168,HARJ
XBAT GY,#VALUE!,237.06,237.1542414,237.21,#VALUE!,0,,ROB
XBAI GY,#VALUE!,228.15,228.2833824,228.43,#VALUE!,0,,ROB
,#VALUE!,5.750657301,#VALUE!,5.759174577,#VALUE!,#VALUE!,5.76492949258168,HARJ
,#VALUE!,5.750657301,#VALUE!,5.759174577,#VALUE!,#VALUE!,5.76492949258168,HARJ
XBCT GY,198.9153043,200.75,200.4259988,200.96,201.1959358,0,darren,ROB
XBCD GY,190.304259,190.83,191.1761817,191.96,192.486162,0,darren,ROB
XBO2 GY,#VALUE!,31.237,31.2526258,31.269,#VALUE!,0,,ROB
XBOT IM,#VALUE!,31.24,31.2526258,31.255,#VALUE!,0,,ROB
XEON GY,135.1838578,135.217,135.2109,135.22,135.2379422,0,1bps around cutoff 14.30,ROB
